fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
48033,TX,Texas,Borden,Current asthma among adults,Age-adjusted prevalence,9.9
47123,TN,Tennessee,Monroe,Current asthma among adults,Age-adjusted prevalence,11.4
48247,TX,Texas,Jim Hogg,Current asthma among adults,Age-adjusted prevalence,9.2
47115,TN,Tennessee,Marion,Current asthma among adults,Age-adjusted prevalence,11.5
48039,TX,Texas,Brazoria,Current asthma among adults,Age-adjusted prevalence,9.3
48063,TX,Texas,Camp,Current asthma among adults,Age-adjusted prevalence,10.8
48021,TX,Texas,Bastrop,Current asthma among adults,Age-adjusted prevalence,9.5
48163,TX,Texas,Frio,Current asthma among adults,Age-adjusted prevalence,8.6
48277,TX,Texas,Lamar,Current asthma among adults,Age-adjusted prevalence,11.1
48327,TX,Texas,Menard,Current asthma among adults,Age-adjusted prevalence,10.0
48311,TX,Texas,McMullen,Current asthma among adults,Age-adjusted prevalence,9.7
48179,TX,Texas,Gray,Current asthma among adults,Age-adjusted prevalence,9.9
48055,TX,Texas,Caldwell,Current asthma among adults,Age-adjusted prevalence,9.4
48175,TX,Texas,Goliad,Current asthma among adults,Age-adjusted prevalence,10.0
48019,TX,Texas,Bandera,Current asthma among adults,Age-adjusted prevalence,10.2
48191,TX,Texas,Hall,Current asthma among adults,Age-adjusted prevalence,10.1
48079,TX,Texas,Cochran,Current asthma among adults,Age-adjusted prevalence,10.2
48391,TX,Texas,Refugio,Current asthma among adults,Age-adjusted prevalence,9.7
48221,TX,Texas,Hood,Current asthma among adults,Age-adjusted prevalence,9.9
48129,TX,Texas,Donley,Current asthma among adults,Age-adjusted prevalence,10.6
48099,TX,Texas,Coryell,Current asthma among adults,Age-adjusted prevalence,10.4
48383,TX,Texas,Reagan,Current asthma among adults,Age-adjusted prevalence,8.6
48205,TX,Texas,Hartley,Current asthma among adults,Age-adjusted prevalence,9.1
48109,TX,Texas,Culberson,Current asthma among adults,Age-adjusted prevalence,9.3
48069,TX,Texas,Castro,Current asthma among adults,Age-adjusted prevalence,9.1
48125,TX,Texas,Dickens,Current asthma among adults,Age-adjusted prevalence,10.0
47067,TN,Tennessee,Hancock,Current asthma among adults,Age-adjusted prevalence,12.3
48085,TX,Texas,Collin,Current asthma among adults,Age-adjusted prevalence,8.8
48045,TX,Texas,Briscoe,Current asthma among adults,Age-adjusted prevalence,10.4
48217,TX,Texas,Hill,Current asthma among adults,Age-adjusted prevalence,10.3
48341,TX,Texas,Moore,Current asthma among adults,Age-adjusted prevalence,9.4
47051,TN,Tennessee,Franklin,Current asthma among adults,Age-adjusted prevalence,11.1
48029,TX,Texas,Bexar,Current asthma among adults,Age-adjusted prevalence,9.0
48127,TX,Texas,Dimmit,Current asthma among adults,Age-adjusted prevalence,9.5
48373,TX,Texas,Polk,Current asthma among adults,Age-adjusted prevalence,10.6
47043,TN,Tennessee,Dickson,Current asthma among adults,Age-adjusted prevalence,10.9
47059,TN,Tennessee,Greene,Current asthma among adults,Age-adjusted prevalence,11.2
48243,TX,Texas,Jeff Davis,Current asthma among adults,Age-adjusted prevalence,10.1
48259,TX,Texas,Kendall,Current asthma among adults,Age-adjusted prevalence,9.3
48115,TX,Texas,Dawson,Current asthma among adults,Age-adjusted prevalence,9.4
48091,TX,Texas,Comal,Current asthma among adults,Age-adjusted prevalence,9.4
48059,TX,Texas,Callahan,Current asthma among adults,Age-adjusted prevalence,10.3
48401,TX,Texas,Rusk,Current asthma among adults,Age-adjusted prevalence,10.4
48075,TX,Texas,Childress,Current asthma among adults,Age-adjusted prevalence,9.6
48067,TX,Texas,Cass,Current asthma among adults,Age-adjusted prevalence,11.1
48083,TX,Texas,Coleman,Current asthma among adults,Age-adjusted prevalence,10.3
48339,TX,Texas,Montgomery,Current asthma among adults,Age-adjusted prevalence,9.5
48273,TX,Texas,Kleberg,Current asthma among adults,Age-adjusted prevalence,9.1
48155,TX,Texas,Foard,Current asthma among adults,Age-adjusted prevalence,11.1
48289,TX,Texas,Leon,Current asthma among adults,Age-adjusted prevalence,10.5
48337,TX,Texas,Montague,Current asthma among adults,Age-adjusted prevalence,10.5
48185,TX,Texas,Grimes,Current asthma among adults,Age-adjusted prevalence,10.1
47079,TN,Tennessee,Henry,Current asthma among adults,Age-adjusted prevalence,11.4
47119,TN,Tennessee,Maury,Current asthma among adults,Age-adjusted prevalence,10.7
47135,TN,Tennessee,Perry,Current asthma among adults,Age-adjusted prevalence,11.5
48165,TX,Texas,Gaines,Current asthma among adults,Age-adjusted prevalence,10.1
47095,TN,Tennessee,Lake,Current asthma among adults,Age-adjusted prevalence,11.6
48255,TX,Texas,Karnes,Current asthma among adults,Age-adjusted prevalence,9.2
48081,TX,Texas,Coke,Current asthma among adults,Age-adjusted prevalence,10.3
48239,TX,Texas,Jackson,Current asthma among adults,Age-adjusted prevalence,10.0
48181,TX,Texas,Grayson,Current asthma among adults,Age-adjusted prevalence,10.4
47101,TN,Tennessee,Lewis,Current asthma among adults,Age-adjusted prevalence,11.3
48203,TX,Texas,Harrison,Current asthma among adults,Age-adjusted prevalence,10.8
47129,TN,Tennessee,Morgan,Current asthma among adults,Age-adjusted prevalence,11.0
47105,TN,Tennessee,Loudon,Current asthma among adults,Age-adjusted prevalence,10.5
47125,TN,Tennessee,Montgomery,Current asthma among adults,Age-adjusted prevalence,10.7
48269,TX,Texas,King,Current asthma among adults,Age-adjusted prevalence,10.6
48363,TX,Texas,Palo Pinto,Current asthma among adults,Age-adjusted prevalence,10.4
48297,TX,Texas,Live Oak,Current asthma among adults,Age-adjusted prevalence,9.7
48303,TX,Texas,Lubbock,Current asthma among adults,Age-adjusted prevalence,9.7
47141,TN,Tennessee,Putnam,Current asthma among adults,Age-adjusted prevalence,10.9
48169,TX,Texas,Garza,Current asthma among adults,Age-adjusted prevalence,9.3
47113,TN,Tennessee,Madison,Current asthma among adults,Age-adjusted prevalence,11.6
47169,TN,Tennessee,Trousdale,Current asthma among adults,Age-adjusted prevalence,10.6
48219,TX,Texas,Hockley,Current asthma among adults,Age-adjusted prevalence,9.7
48215,TX,Texas,Hidalgo,Current asthma among adults,Age-adjusted prevalence,8.7
48319,TX,Texas,Mason,Current asthma among adults,Age-adjusted prevalence,9.7
48199,TX,Texas,Hardin,Current asthma among adults,Age-adjusted prevalence,10.6
48233,TX,Texas,Hutchinson,Current asthma among adults,Age-adjusted prevalence,10.2
48105,TX,Texas,Crockett,Current asthma among adults,Age-adjusted prevalence,9.4
48285,TX,Texas,Lavaca,Current asthma among adults,Age-adjusted prevalence,10.3
47085,TN,Tennessee,Humphreys,Current asthma among adults,Age-adjusted prevalence,11.2
48333,TX,Texas,Mills,Current asthma among adults,Age-adjusted prevalence,9.9
47055,TN,Tennessee,Giles,Current asthma among adults,Age-adjusted prevalence,11.5
48209,TX,Texas,Hays,Current asthma among adults,Age-adjusted prevalence,9.3
48101,TX,Texas,Cottle,Current asthma among adults,Age-adjusted prevalence,10.7
48379,TX,Texas,Rains,Current asthma among adults,Age-adjusted prevalence,10.3
48003,TX,Texas,Andrews,Current asthma among adults,Age-adjusted prevalence,9.5
47065,TN,Tennessee,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.1
48355,TX,Texas,Nueces,Current asthma among adults,Age-adjusted prevalence,9.3
47041,TN,Tennessee,DeKalb,Current asthma among adults,Age-adjusted prevalence,11.2
47149,TN,Tennessee,Rutherford,Current asthma among adults,Age-adjusted prevalence,10.6
48135,TX,Texas,Ector,Current asthma among adults,Age-adjusted prevalence,9.2
47175,TN,Tennessee,Van Buren,Current asthma among adults,Age-adjusted prevalence,11.2
48121,TX,Texas,Denton,Current asthma among adults,Age-adjusted prevalence,9.3
48385,TX,Texas,Real,Current asthma among adults,Age-adjusted prevalence,10.4
48249,TX,Texas,Jim Wells,Current asthma among adults,Age-adjusted prevalence,9.1
48371,TX,Texas,Pecos,Current asthma among adults,Age-adjusted prevalence,8.7
47153,TN,Tennessee,Sequatchie,Current asthma among adults,Age-adjusted prevalence,11.4
48139,TX,Texas,Ellis,Current asthma among adults,Age-adjusted prevalence,10.0
48117,TX,Texas,Deaf Smith,Current asthma among adults,Age-adjusted prevalence,9.4
48267,TX,Texas,Kimble,Current asthma among adults,Age-adjusted prevalence,10.2
48393,TX,Texas,Roberts,Current asthma among adults,Age-adjusted prevalence,9.9
48009,TX,Texas,Archer,Current asthma among adults,Age-adjusted prevalence,10.3
47071,TN,Tennessee,Hardin,Current asthma among adults,Age-adjusted prevalence,11.5
47089,TN,Tennessee,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.0
47183,TN,Tennessee,Weakley,Current asthma among adults,Age-adjusted prevalence,11.3
47139,TN,Tennessee,Polk,Current asthma among adults,Age-adjusted prevalence,11.3
47049,TN,Tennessee,Fentress,Current asthma among adults,Age-adjusted prevalence,11.5
48365,TX,Texas,Panola,Current asthma among adults,Age-adjusted prevalence,10.8
48147,TX,Texas,Fannin,Current asthma among adults,Age-adjusted prevalence,10.4
48295,TX,Texas,Lipscomb,Current asthma among adults,Age-adjusted prevalence,9.8
48151,TX,Texas,Fisher,Current asthma among adults,Age-adjusted prevalence,9.9
48023,TX,Texas,Baylor,Current asthma among adults,Age-adjusted prevalence,10.6
48279,TX,Texas,Lamb,Current asthma among adults,Age-adjusted prevalence,9.6
48141,TX,Texas,El Paso,Current asthma among adults,Age-adjusted prevalence,8.6
48399,TX,Texas,Runnels,Current asthma among adults,Age-adjusted prevalence,9.7
48017,TX,Texas,Bailey,Current asthma among adults,Age-adjusted prevalence,9.5
48157,TX,Texas,Fort Bend,Current asthma among adults,Age-adjusted prevalence,8.9
47151,TN,Tennessee,Scott,Current asthma among adults,Age-adjusted prevalence,11.9
48361,TX,Texas,Orange,Current asthma among adults,Age-adjusted prevalence,10.6
48345,TX,Texas,Motley,Current asthma among adults,Age-adjusted prevalence,10.2
48229,TX,Texas,Hudspeth,Current asthma among adults,Age-adjusted prevalence,8.9
47147,TN,Tennessee,Robertson,Current asthma among adults,Age-adjusted prevalence,10.8
48329,TX,Texas,Midland,Current asthma among adults,Age-adjusted prevalence,9.4
47163,TN,Tennessee,Sullivan,Current asthma among adults,Age-adjusted prevalence,11.3
47187,TN,Tennessee,Williamson,Current asthma among adults,Age-adjusted prevalence,9.8
47107,TN,Tennessee,McMinn,Current asthma among adults,Age-adjusted prevalence,11.2
48057,TX,Texas,Calhoun,Current asthma among adults,Age-adjusted prevalence,9.3
47083,TN,Tennessee,Houston,Current asthma among adults,Age-adjusted prevalence,11.2
48313,TX,Texas,Madison,Current asthma among adults,Age-adjusted prevalence,10.1
48161,TX,Texas,Freestone,Current asthma among adults,Age-adjusted prevalence,10.3
47181,TN,Tennessee,Wayne,Current asthma among adults,Age-adjusted prevalence,11.0
47091,TN,Tennessee,Johnson,Current asthma among adults,Age-adjusted prevalence,11.3
48261,TX,Texas,Kenedy,Current asthma among adults,Age-adjusted prevalence,9.4
48007,TX,Texas,Aransas,Current asthma among adults,Age-adjusted prevalence,10.0
48245,TX,Texas,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.6
47173,TN,Tennessee,Union,Current asthma among adults,Age-adjusted prevalence,11.2
47099,TN,Tennessee,Lawrence,Current asthma among adults,Age-adjusted prevalence,11.3
48263,TX,Texas,Kent,Current asthma among adults,Age-adjusted prevalence,9.8
47179,TN,Tennessee,Washington,Current asthma among adults,Age-adjusted prevalence,10.9
48025,TX,Texas,Bee,Current asthma among adults,Age-adjusted prevalence,8.7
48065,TX,Texas,Carson,Current asthma among adults,Age-adjusted prevalence,10.0
48193,TX,Texas,Hamilton,Current asthma among adults,Age-adjusted prevalence,10.2
48177,TX,Texas,Gonzales,Current asthma among adults,Age-adjusted prevalence,9.9
48195,TX,Texas,Hansford,Current asthma among adults,Age-adjusted prevalence,9.6
48071,TX,Texas,Chambers,Current asthma among adults,Age-adjusted prevalence,9.9
48047,TX,Texas,Brooks,Current asthma among adults,Age-adjusted prevalence,8.9
48087,TX,Texas,Collingsworth,Current asthma among adults,Age-adjusted prevalence,10.5
48211,TX,Texas,Hemphill,Current asthma among adults,Age-adjusted prevalence,9.5
48207,TX,Texas,Haskell,Current asthma among adults,Age-adjusted prevalence,10.1
48291,TX,Texas,Liberty,Current asthma among adults,Age-adjusted prevalence,10.5
48227,TX,Texas,Howard,Current asthma among adults,Age-adjusted prevalence,9.5
48013,TX,Texas,Atascosa,Current asthma among adults,Age-adjusted prevalence,9.2
48343,TX,Texas,Morris,Current asthma among adults,Age-adjusted prevalence,11.2
48275,TX,Texas,Knox,Current asthma among adults,Age-adjusted prevalence,10.2
48111,TX,Texas,Dallam,Current asthma among adults,Age-adjusted prevalence,9.6
48097,TX,Texas,Cooke,Current asthma among adults,Age-adjusted prevalence,10.2
48325,TX,Texas,Medina,Current asthma among adults,Age-adjusted prevalence,9.2
48309,TX,Texas,McLennan,Current asthma among adults,Age-adjusted prevalence,10.4
48359,TX,Texas,Oldham,Current asthma among adults,Age-adjusted prevalence,10.2
48351,TX,Texas,Newton,Current asthma among adults,Age-adjusted prevalence,11.6
47069,TN,Tennessee,Hardeman,Current asthma among adults,Age-adjusted prevalence,11.4
48037,TX,Texas,Bowie,Current asthma among adults,Age-adjusted prevalence,10.9
48061,TX,Texas,Cameron,Current asthma among adults,Age-adjusted prevalence,8.7
48095,TX,Texas,Concho,Current asthma among adults,Age-adjusted prevalence,9.1
48131,TX,Texas,Duval,Current asthma among adults,Age-adjusted prevalence,9.0
48389,TX,Texas,Reeves,Current asthma among adults,Age-adjusted prevalence,8.7
48381,TX,Texas,Randall,Current asthma among adults,Age-adjusted prevalence,9.8
47045,TN,Tennessee,Dyer,Current asthma among adults,Age-adjusted prevalence,11.5
48077,TX,Texas,Clay,Current asthma among adults,Age-adjusted prevalence,10.3
47143,TN,Tennessee,Rhea,Current asthma among adults,Age-adjusted prevalence,11.2
48241,TX,Texas,Jasper,Current asthma among adults,Age-adjusted prevalence,11.2
48375,TX,Texas,Potter,Current asthma among adults,Age-adjusted prevalence,10.1
48367,TX,Texas,Parker,Current asthma among adults,Age-adjusted prevalence,10.0
48113,TX,Texas,Dallas,Current asthma among adults,Age-adjusted prevalence,9.7
48257,TX,Texas,Kaufman,Current asthma among adults,Age-adjusted prevalence,10.4
48053,TX,Texas,Burnet,Current asthma among adults,Age-adjusted prevalence,9.9
47061,TN,Tennessee,Grundy,Current asthma among adults,Age-adjusted prevalence,11.7
47053,TN,Tennessee,Gibson,Current asthma among adults,Age-adjusted prevalence,11.4
48031,TX,Texas,Blanco,Current asthma among adults,Age-adjusted prevalence,9.6
48449,TX,Texas,Titus,Current asthma among adults,Age-adjusted prevalence,10.2
49019,UT,Utah,Grand,Current asthma among adults,Age-adjusted prevalence,11.0
53019,WA,Washington,Ferry,Current asthma among adults,Age-adjusted prevalence,12.7
51590,VA,Virginia,Danville,Current asthma among adults,Age-adjusted prevalence,12.6
49053,UT,Utah,Washington,Current asthma among adults,Age-adjusted prevalence,10.9
48445,TX,Texas,Terry,Current asthma among adults,Age-adjusted prevalence,9.7
51121,VA,Virginia,Montgomery,Current asthma among adults,Age-adjusted prevalence,10.5
48453,TX,Texas,Travis,Current asthma among adults,Age-adjusted prevalence,9.1
51019,VA,Virginia,Bedford,Current asthma among adults,Age-adjusted prevalence,10.7
48437,TX,Texas,Swisher,Current asthma among adults,Age-adjusted prevalence,9.8
48441,TX,Texas,Taylor,Current asthma among adults,Age-adjusted prevalence,10.0
51077,VA,Virginia,Grayson,Current asthma among adults,Age-adjusted prevalence,11.4
50007,VT,Vermont,Chittenden,Current asthma among adults,Age-adjusted prevalence,10.9
50015,VT,Vermont,Lamoille,Current asthma among adults,Age-adjusted prevalence,11.3
51015,VA,Virginia,Augusta,Current asthma among adults,Age-adjusted prevalence,10.5
50023,VT,Vermont,Washington,Current asthma among adults,Age-adjusted prevalence,10.8
51033,VA,Virginia,Caroline,Current asthma among adults,Age-adjusted prevalence,11.1
48407,TX,Texas,San Jacinto,Current asthma among adults,Age-adjusted prevalence,10.7
48493,TX,Texas,Wilson,Current asthma among adults,Age-adjusted prevalence,9.4
51061,VA,Virginia,Fauquier,Current asthma among adults,Age-adjusted prevalence,10.1
51179,VA,Virginia,Stafford,Current asthma among adults,Age-adjusted prevalence,10.2
51600,VA,Virginia,Fairfax,Current asthma among adults,Age-adjusted prevalence,9.2
48411,TX,Texas,San Saba,Current asthma among adults,Age-adjusted prevalence,9.7
48415,TX,Texas,Scurry,Current asthma among adults,Age-adjusted prevalence,9.6
48419,TX,Texas,Shelby,Current asthma among adults,Age-adjusted prevalence,11.0
51105,VA,Virginia,Lee,Current asthma among adults,Age-adjusted prevalence,11.6
51187,VA,Virginia,Warren,Current asthma among adults,Age-adjusted prevalence,10.8
51760,VA,Virginia,Richmond,Current asthma among adults,Age-adjusted prevalence,11.4
48501,TX,Texas,Yoakum,Current asthma among adults,Age-adjusted prevalence,9.2
51580,VA,Virginia,Covington,Current asthma among adults,Age-adjusted prevalence,11.8
51159,VA,Virginia,Richmond,Current asthma among adults,Age-adjusted prevalence,11.0
49043,UT,Utah,Summit,Current asthma among adults,Age-adjusted prevalence,10.0
49001,UT,Utah,Beaver,Current asthma among adults,Age-adjusted prevalence,10.6
51143,VA,Virginia,Pittsylvania,Current asthma among adults,Age-adjusted prevalence,11.4
51800,VA,Virginia,Suffolk,Current asthma among adults,Age-adjusted prevalence,11.6
51840,VA,Virginia,Winchester,Current asthma among adults,Age-adjusted prevalence,10.9
51023,VA,Virginia,Botetourt,Current asthma among adults,Age-adjusted prevalence,10.6
48479,TX,Texas,Webb,Current asthma among adults,Age-adjusted prevalence,8.6
51081,VA,Virginia,Greensville,Current asthma among adults,Age-adjusted prevalence,11.1
51041,VA,Virginia,Chesterfield,Current asthma among adults,Age-adjusted prevalence,10.6
48471,TX,Texas,Walker,Current asthma among adults,Age-adjusted prevalence,10.0
51550,VA,Virginia,Chesapeake,Current asthma among adults,Age-adjusted prevalence,11.0
48425,TX,Texas,Somervell,Current asthma among adults,Age-adjusted prevalence,9.9
48429,TX,Texas,Stephens,Current asthma among adults,Age-adjusted prevalence,9.9
48433,TX,Texas,Stonewall,Current asthma among adults,Age-adjusted prevalence,10.2
51036,VA,Virginia,Charles City,Current asthma among adults,Age-adjusted prevalence,12.0
51199,VA,Virginia,York,Current asthma among adults,Age-adjusted prevalence,10.0
51670,VA,Virginia,Hopewell,Current asthma among adults,Age-adjusted prevalence,12.6
51610,VA,Virginia,Falls Church,Current asthma among adults,Age-adjusted prevalence,9.1
48487,TX,Texas,Wilbarger,Current asthma among adults,Age-adjusted prevalence,10.5
49033,UT,Utah,Rich,Current asthma among adults,Age-adjusted prevalence,11.1
51730,VA,Virginia,Petersburg,Current asthma among adults,Age-adjusted prevalence,13.0
51117,VA,Virginia,Mecklenburg,Current asthma among adults,Age-adjusted prevalence,11.7
51167,VA,Virginia,Russell,Current asthma among adults,Age-adjusted prevalence,11.6
51175,VA,Virginia,Southampton,Current asthma among adults,Age-adjusted prevalence,11.3
48463,TX,Texas,Uvalde,Current asthma among adults,Age-adjusted prevalence,9.2
51650,VA,Virginia,Hampton,Current asthma among adults,Age-adjusted prevalence,11.9
51029,VA,Virginia,Buckingham,Current asthma among adults,Age-adjusted prevalence,11.3
51087,VA,Virginia,Henrico,Current asthma among adults,Age-adjusted prevalence,10.6
51153,VA,Virginia,Prince William,Current asthma among adults,Age-adjusted prevalence,9.7
51640,VA,Virginia,Galax,Current asthma among adults,Age-adjusted prevalence,11.7
51790,VA,Virginia,Staunton,Current asthma among adults,Age-adjusted prevalence,11.2
49049,UT,Utah,Utah,Current asthma among adults,Age-adjusted prevalence,9.8
51770,VA,Virginia,Roanoke,Current asthma among adults,Age-adjusted prevalence,11.5
51095,VA,Virginia,James City,Current asthma among adults,Age-adjusted prevalence,10.5
49047,UT,Utah,Uintah,Current asthma among adults,Age-adjusted prevalence,11.5
51109,VA,Virginia,Louisa,Current asthma among adults,Age-adjusted prevalence,11.0
51750,VA,Virginia,Radford,Current asthma among adults,Age-adjusted prevalence,11.7
48499,TX,Texas,Wood,Current asthma among adults,Age-adjusted prevalence,10.4
51103,VA,Virginia,Lancaster,Current asthma among adults,Age-adjusted prevalence,11.4
51820,VA,Virginia,Waynesboro,Current asthma among adults,Age-adjusted prevalence,11.1
51089,VA,Virginia,Henry,Current asthma among adults,Age-adjusted prevalence,11.9
51155,VA,Virginia,Pulaski,Current asthma among adults,Age-adjusted prevalence,11.0
51049,VA,Virginia,Cumberland,Current asthma among adults,Age-adjusted prevalence,11.6
49027,UT,Utah,Millard,Current asthma among adults,Age-adjusted prevalence,10.9
51035,VA,Virginia,Carroll,Current asthma among adults,Age-adjusted prevalence,11.3
48505,TX,Texas,Zapata,Current asthma among adults,Age-adjusted prevalence,9.3
51540,VA,Virginia,Charlottesville,Current asthma among adults,Age-adjusted prevalence,10.7
51157,VA,Virginia,Rappahannock,Current asthma among adults,Age-adjusted prevalence,10.6
53015,WA,Washington,Cowlitz,Current asthma among adults,Age-adjusted prevalence,12.4
51013,VA,Virginia,Arlington,Current asthma among adults,Age-adjusted prevalence,9.0
48475,TX,Texas,Ward,Current asthma among adults,Age-adjusted prevalence,9.4
51570,VA,Virginia,Colonial Heights,Current asthma among adults,Age-adjusted prevalence,10.9
51073,VA,Virginia,Gloucester,Current asthma among adults,Age-adjusted prevalence,10.8
51135,VA,Virginia,Nottoway,Current asthma among adults,Age-adjusted prevalence,11.4
49041,UT,Utah,Sevier,Current asthma among adults,Age-adjusted prevalence,11.2
48451,TX,Texas,Tom Green,Current asthma among adults,Age-adjusted prevalence,9.6
51775,VA,Virginia,Salem,Current asthma among adults,Age-adjusted prevalence,10.9
51520,VA,Virginia,Bristol,Current asthma among adults,Age-adjusted prevalence,11.4
51017,VA,Virginia,Bath,Current asthma among adults,Age-adjusted prevalence,11.6
51147,VA,Virginia,Prince Edward,Current asthma among adults,Age-adjusted prevalence,11.7
50025,VT,Vermont,Windham,Current asthma among adults,Age-adjusted prevalence,11.0
53013,WA,Washington,Columbia,Current asthma among adults,Age-adjusted prevalence,11.7
51163,VA,Virginia,Rockbridge,Current asthma among adults,Age-adjusted prevalence,10.7
50019,VT,Vermont,Orleans,Current asthma among adults,Age-adjusted prevalence,11.7
48435,TX,Texas,Sutton,Current asthma among adults,Age-adjusted prevalence,9.2
50009,VT,Vermont,Essex,Current asthma among adults,Age-adjusted prevalence,11.9
51069,VA,Virginia,Frederick,Current asthma among adults,Age-adjusted prevalence,10.4
51171,VA,Virginia,Shenandoah,Current asthma among adults,Age-adjusted prevalence,11.0
49051,UT,Utah,Wasatch,Current asthma among adults,Age-adjusted prevalence,10.0
51003,VA,Virginia,Albemarle,Current asthma among adults,Age-adjusted prevalence,10.1
48459,TX,Texas,Upshur,Current asthma among adults,Age-adjusted prevalence,10.8
51630,VA,Virginia,Fredericksburg,Current asthma among adults,Age-adjusted prevalence,11.1
51595,VA,Virginia,Emporia,Current asthma among adults,Age-adjusted prevalence,13.0
50001,VT,Vermont,Addison,Current asthma among adults,Age-adjusted prevalence,11.0
51139,VA,Virginia,Page,Current asthma among adults,Age-adjusted prevalence,11.1
49023,UT,Utah,Juab,Current asthma among adults,Age-adjusted prevalence,11.0
51113,VA,Virginia,Madison,Current asthma among adults,Age-adjusted prevalence,11.0
51735,VA,Virginia,Poquoson,Current asthma among adults,Age-adjusted prevalence,10.1
51083,VA,Virginia,Halifax,Current asthma among adults,Age-adjusted prevalence,12.0
51195,VA,Virginia,Wise,Current asthma among adults,Age-adjusted prevalence,11.5
49037,UT,Utah,San Juan,Current asthma among adults,Age-adjusted prevalence,13.3
51079,VA,Virginia,Greene,Current asthma among adults,Age-adjusted prevalence,10.8
53011,WA,Washington,Clark,Current asthma among adults,Age-adjusted prevalence,11.6
53007,WA,Washington,Chelan,Current asthma among adults,Age-adjusted prevalence,10.6
49045,UT,Utah,Tooele,Current asthma among adults,Age-adjusted prevalence,11.3
49015,UT,Utah,Emery,Current asthma among adults,Age-adjusted prevalence,11.3
50005,VT,Vermont,Caledonia,Current asthma among adults,Age-adjusted prevalence,11.5
48503,TX,Texas,Young,Current asthma among adults,Age-adjusted prevalence,10.1
48421,TX,Texas,Sherman,Current asthma among adults,Age-adjusted prevalence,9.3
51169,VA,Virginia,Scott,Current asthma among adults,Age-adjusted prevalence,11.5
51177,VA,Virginia,Spotsylvania,Current asthma among adults,Age-adjusted prevalence,10.7
51183,VA,Virginia,Sussex,Current asthma among adults,Age-adjusted prevalence,11.3
48469,TX,Texas,Victoria,Current asthma among adults,Age-adjusted prevalence,9.7
48417,TX,Texas,Shackelford,Current asthma among adults,Age-adjusted prevalence,10.0
51067,VA,Virginia,Franklin,Current asthma among adults,Age-adjusted prevalence,11.3
48465,TX,Texas,Val Verde,Current asthma among adults,Age-adjusted prevalence,8.8
51063,VA,Virginia,Floyd,Current asthma among adults,Age-adjusted prevalence,10.7
48413,TX,Texas,Schleicher,Current asthma among adults,Age-adjusted prevalence,9.2
51680,VA,Virginia,Lynchburg,Current asthma among adults,Age-adjusted prevalence,11.7
48473,TX,Texas,Waller,Current asthma among adults,Age-adjusted prevalence,10.0
48405,TX,Texas,San Augustine,Current asthma among adults,Age-adjusted prevalence,11.8
48457,TX,Texas,Tyler,Current asthma among adults,Age-adjusted prevalence,10.8
48461,TX,Texas,Upton,Current asthma among adults,Age-adjusted prevalence,9.8
48481,TX,Texas,Wharton,Current asthma among adults,Age-adjusted prevalence,10.0
49005,UT,Utah,Cache,Current asthma among adults,Age-adjusted prevalence,10.4
48409,TX,Texas,San Patricio,Current asthma among adults,Age-adjusted prevalence,9.6
48477,TX,Texas,Washington,Current asthma among adults,Age-adjusted prevalence,10.2
51133,VA,Virginia,Northumberland,Current asthma among adults,Age-adjusted prevalence,11.1
51620,VA,Virginia,Franklin,Current asthma among adults,Age-adjusted prevalence,12.6
51125,VA,Virginia,Nelson,Current asthma among adults,Age-adjusted prevalence,10.9
51099,VA,Virginia,King George,Current asthma among adults,Age-adjusted prevalence,10.7
50021,VT,Vermont,Rutland,Current asthma among adults,Age-adjusted prevalence,12.0
50013,VT,Vermont,Grand Isle,Current asthma among adults,Age-adjusted prevalence,11.0
49029,UT,Utah,Morgan,Current asthma among adults,Age-adjusted prevalence,10.5
51119,VA,Virginia,Middlesex,Current asthma among adults,Age-adjusted prevalence,11.1
51045,VA,Virginia,Craig,Current asthma among adults,Age-adjusted prevalence,10.9
51101,VA,Virginia,King William,Current asthma among adults,Age-adjusted prevalence,10.9
51115,VA,Virginia,Mathews,Current asthma among adults,Age-adjusted prevalence,10.9
51085,VA,Virginia,Hanover,Current asthma among adults,Age-adjusted prevalence,10.1
51001,VA,Virginia,Accomack,Current asthma among adults,Age-adjusted prevalence,11.7
51025,VA,Virginia,Brunswick,Current asthma among adults,Age-adjusted prevalence,11.8
48439,TX,Texas,Tarrant,Current asthma among adults,Age-adjusted prevalence,10.0
51690,VA,Virginia,Martinsville,Current asthma among adults,Age-adjusted prevalence,12.5
48455,TX,Texas,Trinity,Current asthma among adults,Age-adjusted prevalence,10.9
49055,UT,Utah,Wayne,Current asthma among adults,Age-adjusted prevalence,11.3
48447,TX,Texas,Throckmorton,Current asthma among adults,Age-adjusted prevalence,10.3
51127,VA,Virginia,New Kent,Current asthma among adults,Age-adjusted prevalence,10.6
51191,VA,Virginia,Washington,Current asthma among adults,Age-adjusted prevalence,10.9
49011,UT,Utah,Davis,Current asthma among adults,Age-adjusted prevalence,10.9
51059,VA,Virginia,Fairfax,Current asthma among adults,Age-adjusted prevalence,9.1
49025,UT,Utah,Kane,Current asthma among adults,Age-adjusted prevalence,11.0
